author,publications
Verma D,1
Singh HD,1
Brandao LR,1
Sonneveld P,4
van der Holt B,1
Sigamani E,1
Iyer VK,1
Agarwala S,1
Baila S,1
Belchikov YG,1
Marotta SE,1
Martorana D,1
D'Incà M,1
Vincenzi D,2
Arbasi M,1
Pedrazzi P,1
Volta M,1
DI Perna C,1
Savi M,1
Neri TM,1
Pidcock M,1
Maher D,2
Stone C,1
Yang RC,1
Zhang XS,1
Ge HL,1
Arantes MJ,1
Tran S,1
Jang JH,2
Kühnlein P,1
Steudle F,1
Schmid A,1
Dandekar T,1
Czwalinna A,2
Suri MF,1
McKernan L,2
Malone MG,1
Samnotra V,1
Bhargava A,1
Steiner PR,1
Rauwerdink CA,1
Ornstein DL,1
Cornell CJ,1
Donghi D,1
Kerl K,1
Dummer R,1
Schoenewolf N,1
Cozzio A,1
Rossbach HC,1
Vitart V,1
Mälarstig A,1
Van Duijn CM,1
McArdle WL,1
Meigs JB,1
Peters A,1
Kathiresan S,1
Peden JF,1
Larson MG,1
Lumley T,2
Hishida M,1
Toriyama K,1
Akatsuka S,1
Hayakawa A,1
Torii S,1
Kamei Y,1
Jevtić D,1
Vujić D,1
Zecević Z,1
Veljković D,1
Gazikalović S,1
Miković D,1
Rakić L,1
Janković-Trsnjak G,1
Morsing IE,1
Brons P,1
Th Draaisma JM,1
van Lindert EJ,1
Erasmus CE,1
Bark N,1
Wallén NH,1
Krishnaswamy A,1
Eggert C,1
Brasse D,1
Mathelin C,1
Leroux K,1
Chenard MP,1
Blaise S,1
Stoll I,1
Tomasetto C,1
Rio MC,1
Ide LM,3
Iwakoshi NN,1
Jobe S,1
McCarty D,1
Nariai T,2
Guida A,1
De Gregorio AM,1
Szelei J,1
Tijssen P,1
Pan C,1
Tjandra H,1
Strauss J,1
Newgren J,1
Yan ZY,1
Yan M,2
Fan LK,1
Zamagni E,1
Patriarca F,1
Tacchetti P,1
Masini L,1
Tosi P,1
Gozzetti A,1
Cavo M,1
Tamilvanan S,1
Raja NL,1
Sa B,1
Basu SK,1
Saber T,1
O'Sullivan J,1
Wong CL,1
Szydlo R,1
Gibbs S,1
Bicer M,1
Yanar M,1
Tuydes O,1
Rossi P,1
Gambelli D,2
Schreijer AJ,1
Angus G,1
Okoli GN,1
Govani FS,2
Elderfield K,1
Birdsey GM,1
Mollet IG,1
Mauri FA,1
Tay L,1
Singhal D,1
Al-Qunfoidi R,1
Coghlan D,1
Jaksic W,1
Szabo F,1
Bang SH,1
Kim MR,1
Kim KB,1
Harmon S,2
Gannon C,1
Mizushima T,1
Wakatsuki S,1
Sasakawa H,1
McKay AR,1
Fukui K,1
Negi SS,1
Braun W,1
Regueiro JR,1
Berger SB,1
Detre C,1
Romero X,1
de Waal Malefyt R,1
Chatila TA,1
Bourhis JM,1
Kursula I,1
Guy JE,1
Colstrup L,1
Loogna K,1
Wollter I,1
Grönhaug S,1
Pereboom IT,1
Hendriks HG,2
Hwang SY,1
Choo J,1
Lee EK,1
Weiss SR,1
Tenney JM,1
Thomson JL,1
Chiu ES,1
Friedlander PL,1
Gershom ES,1
Sutherland MR,1
Rajeev S,1
Feuring M,3
Ruf A,3
Schultz A,3
Wehling M,3
Beck R,2
Blench T,2
Burd A,2
Buxton S,2
Malic M,2
Ayele T,2
Shaikh S,2
Chahwala S,2
Chander C,2
Holland R,1
Merette S,1
Blackney M,2
Watts A,1
Marlin F,1
Dagostin C,1
Joshi R,1
Barry J,1
Sajad M,1
Cheung C,1
Baumgartner C,1
Holthoff HP,1
Murray E,1
Giddings A,1
Chotanaphuti T,1
Heebthamai D,1
Chuwong M,1
Kanchanaroek K,1
Rodriguez NI,2
McEwan PA,1
Karakayali F,1
Basaran C,1
Soy EA,1
Karakus S,1
Yabanoglu H,1
Moray G,1
Laurie AD,3
Hill AM,1
Harraway JR,2
Fellowes AP,1
Phillipson GT,1
Benny PS,1
DI Minno G,2
Pamparana F,1
Roy B,1
Diez-Roux AV,1
Seeman T,1
Ranjit N,1
Shea S,2
Fujioka Y,1
Yamashiro K,1
Patsialas K,1
Koutsas C,1
Liakopoulou-Kyriakides M,1
Silva F,2
Rodrigues P,1
Henriques R,1
Pinto CA,1
Lee HK,1
Jeong JU,1
Kim SB,1
Sajid R,1
Khalid S,2
Mazari N,1
Azhar WB,1
Khurshid M,2
Malhan P,1
Husain M,1
Yuan C,1
Meehan EJ,1
Crombie D,1
Lowery K,1
Dainese E,1
Pozzi B,1
Pezzotta MG,1
Vertemati G,1
Tricomi P,1
Chaves D,1
Belisário A,1
Santoro M,1
Langdown J,2
Matthiessen HP,1
Schnecker K,1
Woehrer W,1
Suiter T,1
Krekeler S,3
Saulyte Trakymiene S,1
Peden A,1
McCardle L,1
Head MW,1
Ward HJ,1
Cousens SN,1
Jiao JA,1
Marzec UM,2
Nieves E,1
Acevedo J,1
Burkhardt M,1
Edwards A,1
Zhu XY,1
Chavaillaz PA,1
Wong JL,1
Rhode PR,1
Wong HC,1
Cuddy KK,1
Sullivan ST,2
Ramirez ME,1
Solak Y,1
Turkmen K,1
Atalay H,1
Turk S,1
Amari JV,1
Zarbis-Papastoitsis G,1
Mina A,1
Vosmaer A,1
Pereira RR,1
Koenderman JS,1
Jeon HJ,1
Oh TK,1
Kim OH,1
Kim ST,1
Tomova R,1
Antonov K,1
Ivanova A,1
Jacobs JJ,1
Koten JW,1
Den Otter W,1
Krastev Z,1
Rathi N,1
Rathi A,1
Mahmoodian Shooshtari M,1
Di Palo M,1
Ieranò P,1
Arturo C,1
Khangarot SS,1
Goswami B,1
Hadke NS,1
Khurana N,1
Tonbary YA,1
Elashry R,1
Zaki Mel S,1
Rötting A,1
Kramer K,1
Kushmerick MJ,1
Chu B,1
Arnett A,1
Riddell SR,1
del Campo R,1
Bargay J,1
Cladera A,1
Balaguer H,1
Requena MJ,1
Mascaró M,1
Bayele HK,1
Khan U,1
Bogue C,1
Ungar WJ,1
Chetty C,1
Lakka SS,1
Bhoopathi P,1
Rao JS,1
Tchorsh D,2
Klionsky Y,1
Tal O,2
Katchman H,2
Eventov-Friedman S,2
Amariglio N,1
Jacob-Hirsch J,1
Stenmo CB,1
Blemings A,1
Wegert W,2
Kirchmaier C,1
Bernard TJ,1
Fenton LZ,1
Apkon SD,1
Boada R,1
Wilkinson CC,1
Soep JB,1
Miyamoto SD,1
Tripputi M,1
Armstrong-Wells J,1
Benke TA,1
Cobianchi L,1
Lucioni M,1
Zonta S,1
Fiandrino G,1
Alessiani M,1
Doni M,1
Dionigi P,1
Montañes M,1
Paez A,1
Pisanelli D,1
Trotta T,1
Aguirre SA,1
Prasanna G,1
Jessen B,1
Szlam AD,1
Sodhi K,1
John B,1
Maw MK,1
Fujimoto J,4
Tamaya T,3
Zhubi B,1
Mekaj Y,1
Baruti Z,1
Bunjaku I,1
Belegu M,1
Breitenstein A,2
Tanner FC,3
Lüscher TF,2
Lihme A,1
Hansen MB,1
Andersen IV,1
Gallacher J,1
Bayer A,1
Fish M,1
Pickering J,1
Pedro S,1
Dunstan F,1
Yarnell J,1
Ben-Shlomo Y,2
Bharadwaj AS,3
Weinreb I,1
Cunningham KS,1
Perez-Ordoñez B,1
Hwang DM,1
Shirakashi Y,1
Kamo M,1
Sugiura M,1
Reynolds JV,1
Keogan M,1
Maher SG,1
Pidgeon GP,1
Long CR,1
Wood JA,1
Desai J,1
Frederick N,1
Millsap L,1
Bormann C,1
Menges SL,1
Hanna C,1
Flores-Foxworth G,1
Shin T,1
Westhusin ME,1
Glimp H,1
Joerg H,1
Kraemer DC,1
Saitoh J,1
Sakurai H,1
Katoh H,1
Iakhiaev MA,1
Iakhiaev AV,1
Yokus O,1
Balcik OS,1
Dagdas S,1
Ozet G,1
Basu B,1
Tacke F,1
Ponsky TA,1
Rothenberg SS,1
Louw S,1
de Kruif MD,1
Kronenberger W,1
Mortazavi SM,3
Kawahara H,1
Kirklin JK,1
George JF,1
Varoglu AO,1
Kuyucu M,1
Demir R,1
Acemoglu H,1
Can I,1
Akcay F,1
de Meis E,1
Pinheiro VR,2
Zamboni MM,2
Guedes MT,2
Castilho IA,2
Leda MS,1
Silveira NP,1
Rumjanek VM,1
Levy RA,2
Dunn D,1
Pien GC,2
Kausar H,1
Gilani JM,1
Khan OA,1
Gericota B,1
Aleman M,1
Kozikowski TA,1
Pesavento P,1
Choe BH,1
Chu MA,1
Cho SM,1
Motterlini R,1
van Hoef B,1
Gomis M,3
Gallach JE,3
Toca-Herrera JL,2
Jameel F,1
Tchessalov S,1
Bjornson E,2
Besman M,1
Pikal M,1
Lai X,1
Xu A,1
Liao C,1
Reipert B,2
Rolli V,2
Ducasse C,2
Boukerche H,1
Chalazonitis A,1
Sotiropoulou E,1
Ptohis N,1
Porfiridis P,1
Tsiouris S,1
Tzovara I,1
Papantoniou V,1
Rubin-Asher D,1
Zeilig G,1
Ratner A,1
Asher I,1
Chen EP,1
Tognin G,3
Daliri AA,1
Haghparast H,1
Mamikhani J,1
Camici GG,1
Sadelain M,3
Chang A,1
Scammell K,1
Culibrk B,1
Gyöngyössy-Issa M,1
Villena J,1
Konigs C,1
von Hentig N,2
Otaki Y,1
Kouda R,1
Fujimura T,1
Nakatsue T,1
Wakasugi M,1
Kuroda T,1
Narita I,1
Nakano M,1
Gejyo F,1
Ay M,1
Dolek B,1
Erdem G,1
Devecioglu O,1
Gozukirmizi N,1
Hund D,1
Zhong S,1
Xia C,1
Duanlian Z,1
Clifton J,1
Gaso-Sokac D,1
Brilliant K,1
Hixson D,1
Gettins PG,1
Mende M,1
Fimmers R,1
Ramahi M,1
Alhattab D,1
Mefleh R,1
Dweiri M,1
Bsoul N,1
Magablah A,1
Arafat E,1
Barqawi M,1
Bishtawi M,1
Haddadeen E,1
Falah M,1
Tarawneh B,1
Swaidan S,1
Fauori S,1
Rogaev EI,1
Grigorenko AP,1
Faskhutdinova G,1
Kittler EL,1
Moliaka YK,1
Lin CF,1
DeFrias D,1
Miksa M,4
Amin D,2
Ravikumar TS,2
Tracey KJ,1
Toge H,1
Inagaki T,1
Kojimoto Y,1
Shinka T,1
Hara I,1
Luxembourg B,3
Glowatzki M,2
Dressler D,1
Kronthaler U,1
Lang W,1
Vallejo L,1
Pérez S,1
Hill K,1
Fearn M,1
Mudge L,1
Walsh M,3
Jiang YR,1
Guo CY,1
Wu CF,1
Chen KJ,1
Yin HJ,1
Jagannathan I,1
Ichikawa HT,1
Kruger T,1
McCue JT,1
Oney S,2
Ishimura E,2
Hirowatari K,1
Tsuchida T,2
Nishihira A,1
Shima H,1
Shidara K,1
Wakasa K,2
Nishizawa Y,2
Rivers AE,1
Fujimori Y,2
Guella I,1
Kwon KY,1
Park R,1
Choi JR,1
Paiva SG,1
Sabino AP,1
Ribeiro DD,1
Santos MS,1
Oliveira MS,1
Lages GG,1
Larrea L,1
Calabuig M,2
Roldán V,1
Roig R,1
Tait C,1
Vormittag R,5
Simanek R,3
Tlacuilo-Parra A,1
Villela-Rodriguez J,1
Garibaldi-Covarrubias R,1
Orozco-Alcala J,1
Peng B,3
Freguia CF,1
Clifton JG,1
Kovac S,1
Hixson DC,1
Clark DS,1
Macák J,1
Logani V,1
Baud'huin M,1
Duplomb L,1
Téletchéa S,1
Charrier C,1
Maillasson M,1
Abu-Hamdeh F,1
Takano K,5
Aulakh R,1
Panigrahi I,2
Naranje K,1
Sharda S,1
Duncan NA,1
Kronenberger WG,1
Roberson CP,1
Günaldi M,1
Helvaci A,1
Yildirim ND,1
Kiskaç M,1
Küçükkaya RD,1
Shook SL,1
Carter M,1
Yealy DM,1
Halder A,1
Mota L,4
Idicula-Thomas S,1
Henny CP,1
Mohammad NH,1
DeVries JH,1
Pitak-Arnnop P,1
Bellefqih S,1
Chaine A,1
Dhanuthai K,1
Bertrand JC,1
Bertolus C,1
Matsinos G,3
Papadopoulos A,3
Petratos D,1
Luppi MM,1
Malta MC,1
França SA,1
Apperley JF,1
Keller C,2
Sarnak MJ,1
Buytaert-Hoefen KA,1
Giclas PC,1
Mor Y,1
Winckler H,1
Horowitz Z,1
Korianski Y,1
Bar-Zakay B,1
Sarno M,4
Bukvic N,1
Tomaiuolo M,1
Harmeling BR,1
Ziegler SF,1
Torgerson T,1
Yau RJ,1
Dezamis E,1
Sermet A,1
Hermine O,1
Pendu R,2
van Schooten CJ,2
van Dijk K,4
de Franchis R,1
Menconi MC,1
Maggi F,1
Salotti V,1
Giovacchini P,1
Andreoli E,1
Corcioli F,1
Bendinelli M,1
Jefferis BJ,1
Carson C,1
Doig M,1
Feyerabend C,1
McMeekin L,1
Cook DG,1
da Silva BB,1
Lopes-Costa PV,1
dos Santos AR,1
de Sousa-Júnior EC,1
Alencar AP,1
Pires CG,1
Rosal MA,1
El-Osta H,1
Reddy P,1
Deutsch JM,1
Łetowska M,1
Boehm I,1
Hornykewycz S,1
Pigula F,1
DiNardo JA,2
Sharp CP,1
Simmons R,1
Leen C,1
Klenerman P,1
Den Uijl I,1
Aragaki AK,1
Gray SL,1
Wactawski-Wende J,1
Cauley JA,1
Kooperberg CL,1
Woods NF,1
LaCroix AZ,1
Navarrete A,1
Caligiuri G,2
Nicoletti A,3
Runge M,1
Rojkjaer R,2
Steinbruchel D,1
Yang ZJ,2
Sheng Z,2
Zhang DG,1
Jia EZ,2
Ma DC,2
Zhu TB,2
Wang LS,2
Cao KJ,2
Ma WZ,2
Liu TJ,1
Koul D,1
LaFortune T,1
Tiao N,1
Shen RJ,1
Maira SM,1
Garcia-Echevrria C,1
Yung WK,1
Saad GS,1
Majdalani MN,1
Muwakkit SA,1
Bou-Khalil PK,1
Aoun EG,1
Sawaya RA,1
Khalil I,1
Taher AT,2
Gordts PL,1
Reekmans S,1
Lauwers A,1
Van Dongen A,1
Verbeek L,1
Roebroek AJ,1
Dunkerley A,1
Moriguchi-Goto S,1
Furukoji E,1
Brodie N,1
Cheal R,1
Melton K,1
Haye H,1
Hayman E,1
Boldt-Macdonald K,1
McLenon R,1
Becker C,1
Aljamali MN,3
Ferrer AM,1
Montañés M,1
Páez AM,1
Jankovec Z,1
Cechurova D,1
Krcma M,1
Lacigova S,1
Zourek M,1
Rusavy Z,1
Kammlander W,1
Panholzer E,1
Honsová E,1
Gottfriedová H,1
Oliverius M,1
Trunecka P,1
Zhu D,1
Cui ZH,1
Newgren JO,1
Reames A,1
Canivel D,1
Wakabayashi K,1
Yoshinaga H,1
Okazaki E,1
Edamoto H,1
Asano Y,2
De Masi EC,1
Rocha SL,1
Mocellin M,1
Faria JL,1
O'Kelley BM,1
Whelan MF,1
Bitting RL,1
Bent S,1
Kohlwes J,1
Corbetta S,1
Belicchi M,1
Pisati F,1
Meregalli M,1
Eller-Vainicher C,1
Vicentini L,1
Beck-Peccoz P,1
Spada A,1
Torrente Y,1
Suarez E,1
Anastasopoulou I,1
Kouramba A,1
Kotsi P,1
Zografidis A,1
Lukas JC,1
Wu XJ,1
Chen HR,1
Chen JX,1
Huang CG,1
Han X,1
Lu YC,1
Luo C,1
Kraemer M,1
Kuepper M,1
Nebe-vom Stein A,1
Sorgenfrei U,1
Diehl RR,1
Duarte LP,1
Mei-Dan E,1
Walfisch A,1
Hallak M,1
Gillet JL,1
Allaert FA,1
O'Meara ES,1
Li SH,1
Fazel S,1
Rakowski H,1
Lindner J,1
Iwa N,1
Montgomery E,1
In SI,1
Miteva M,1
Galimberti ML,1
Ricotti C,1
Breza T,1
Kirsner R,1
Romanelli P,1
Spreafico M,8
Uda T,2
Okuda M,2
Petratos DV,1
Matsinos GS,1
Anastasopoulos JN,1
Dowling MM,1
Quinn CT,1
Rogers ZR,1
March S,1
Hui EE,1
Underhill GH,1
Khetani S,1
Bhatia SN,1
Gross PL,1
Yin F,2
Atkinson MA,1
Overby DW,1
Kohn GP,1
Cahan MA,1
Galanko JA,1
Colton K,1
Farrell TM,1
Pinto C,2
Imani H,1
Tabibi H,1
Atabak S,1
Rahmani L,1
Robinson G,1
Mitchell K,1
Morris J,2
Langley TJ,2
Izadpanah M,1
Ojeifo O,1
Trucco MN,1
Brambilla DJ,1
Zhang JJ,1
Shi GG,1
Xie SF,1
Meena A,3
Akhter S,1
Yadav BK,2
Behari M,1
Folkesson A,2
Erkurt MA,1
Ifran A,1
Kaptan K,1
Nguyen TT,1
Alibrahim E,1
Islam FM,1
Cotch MF,1
Menke LA,1
van Ommen CH,1
van der Lee JH,1
Geskus RB,1
Hirsch M,2
Seiber D,1
Sidney J,1
Sette A,1
Tisch R,2
Frelinger J,1
Callum JL,1
Karkouti K,1
Kessel C,2
Klich K,1
Vorpahl F,1
Dietrich U,2
Golestaneh L,1
Karam S,1
Lawrence J,1
Greenberg M,1
Doğan M,1
Sal E,1
Bektaş MS,1
Yesilmen O,1
Ayhan H,1
Acikgoz M,1
Paramothayan S,1
Hodson ME,1
Yoon Y,1
Lee GM,1
Rentz A,1
Flood E,1
McCusker P,1
Wasserman J,1
Unger GM,1
Sjeklocha L,1
Trossen AA,1
Korman V,1
Dunning MD,1
Averis GF,1
Pattinson H,1
Targett M,1
Cade S,1
Lopes SA,1
Costa FD,1
Paula JB,1
Dhomen P,1
Phol F,1
Vilani R,1
Roderjan JG,1
Vieira ED,1
Lulla RR,1
Varma P,1
Mann HJ,1
Short MA,1
Schlichting DE,1
Chirinian Y,1
Boström F,2
Ekemar L,1
Olsson D,1
Lundahl J,2
Cretel E,1
Jean R,1
Chiche L,1
Durand JM,1
Lubsczyk B,1
Kollars M,1
Traby L,1
Gleiss A,1
Plamenová I,1
Schellens CJ,1
van Leeuwen MW,1
Ichikawa S,1
Kohata K,1
Nakajima S,2
Yamada MF,1
Onishi Y,1
Ishizawa K,1
Kameoka J,1
Köse G,1
Arhan E,1
Unal B,1
Ozaydin E,1
Guven A,1
Sayli TR,1
Bergmann W,1
Burgener IA,1
Rytz U,1
Welle M,1
Ono O,1
Yosikawa K,1
Wada I,1
Takano M,1
Fukushima K,1
Gerke V,1
Miners A,1
Vutuc C,1
O'Brien A,1
Hayward B,1
Udata C,3
Sirocova N,1
Tsourea V,1
Vicol M,1
Barbacar N,1
Nakaya SM,4
Hsieh CC,1
Cortese-Hassett A,2
Faber DR,1
Khalaj M,2
Abbasi AR,1
Shimojo K,2
Moritomo Y,2
Kunieda T,2
Buckham S,1
Squire BR,1
Nur E,1
Twickler MT,1
Poelsler G,3
Veneri D,4
Maffulli N,1
Alkhail HA,1
Zahrani HA,1
Musa AA,1
Saleh MA,1
Riash MA,1
Alodaib A,1
Abu Amero K,1
Song KH,1
Kwon KS,1
Yoo WH,1
Koh YJ,1
Yoon KH,1
Son HH,1
Koh GY,2
Bernstaedt M,1
Kunze C,1
Hasenmueller S,1
Koerholz D,1
Mauz-Koerholz C,1
Siepermann M,1
Schaper J,1
Sarikaya-Seiwert S,1
Gerigk M,1
Höhn T,1
Hudcova J,1
Talmor D,1
Mentlik AN,1
Hasbrouck NC,3
Maus MV,1
Orange JS,1
Dahan K,1
Matyskova M,1
Bulikova A,1
Slechtova M,1
Kissova J,1
Chlupova G,1
Muzik J,1
ter Avest PC,2
Cortina VR,1
Matsuo Y,1
Raimondo M,1
Woodward TA,1
Wallace MB,1
Gill KR,1
Tong Z,1
Hoffman RM,1
Guha S,1
Abuzayed B,1
Oğuzoğlu SA,1
Dashti R,1
Ozyurt E,1
Tønnesen E,1
Huo JS,1
Yoshizawa AC,1
Titapiwatanakun R,1
Scott E,1
Puca K,1
Heraly J,1
Gottschall J,1
Friedman K,1
Jerchow B,1
Manoj N,1
Grzela DP,1
Schmitt A,1
Becker K,1
Gysemans C,1
Pryputniewicz D,1
Fletcher B,1
Bradshaw S,1
Karunanithi G,1
Sethi P,1
Reddy SK,1
Vivekanandam,1
Khoshnoodi J,1
Kropshofer G,1
Zimmerhackl LB,1
Schröder J,5
Obser T,1
Beutel K,1
Hauch H,1
Rischewski J,1
Kordes U,1
Schneppenheim J,1
Falger J,1
Fan XP,1
Albaramki JH,1
Teo J,1
Alexander SI,1
Xia X,1
Teixeira Mello TB,1
Machado TF,1
Montavão SA,2
Ozello MC,2
Iyer RV,1
Lutcher C,1
Channell C,1
Fernstrom KM,1
Kaiser MJ,1
Hauzeur JP,1
Blacher S,1
Deprez M,2
Rossknecht A,1
Malaise MG,1
DiPrimio N,1
Giles-Davis W,2
Zhou D,1
Xiang ZQ,1
Radman I,1
Pasic A,1
Labar B,2
Shen H,1
Rois PV,1
López MR,1
de Vergara BC,1
de la Lama Zaragoza A,1
García JG,1
Uxo JM,1
Hsia CH,1
Wen YK,1
Hwang KL,1
Yang NC,1
Quadros L,4
Bisson R,1
Pasta GL,1
Kravtsov DV,1
Gil GC,3
Sripada R,1
Reyes JJ,1
Barnato AE,1
Dooley C,1
Mayr FB,1
Grønhaug S,1
Frahm B,1
Brod H,1
Langer U,1
Reich W,1
Kriwalsky MS,1
Schubert J,1
Fabbro E,1
Bigotto E,1
Viiala NO,1
Larsen SR,1
Rasko JE,1
Isa NM,1
James DT,1
Saw TH,1
Pennisi R,1
Gough I,1
Altaner S,1
Atakan IH,1
Süt N,1
Inci O,1
Demir MK,1
Reati R,1
Battaglioli T,1
Milbauer LC,2
Enenstein JA,1
Roney M,1
Bodempudi V,1
Facciuto ME,1
Rodriguez-Davalos MI,1
Singh MK,1
Rocca JP,1
Rochon C,1
Katta US,1
Sheiner PA,1
Müsebeck J,1
Larkin D,1
Bunn J,1
Craig AG,1
Terraube V,1
Donkor C,1
Grau GE,1
Dipaola J,1
Urgo J,1
Bullock T,1
Simmons M,1
Deguzman C,1
Stanley J,1
Stass H,2
Ferrante F,1
Pallotta A,1
Pignoloni P,2
Jebasingh KF,1
Koshy TG,1
Paul TV,1
Paul MJ,1
Abraham D,1
Zhou JS,1
Roudkenar MH,1
Ledford-Kraemer M,1
Sheehan MT,1
Islam R,1
Evers T,1
Falcou PF,1
Arellano AR,1
Tong CH,1
Rowland CM,1
Ireland HA,2
Catanese J,1
Devlin JJ,1
Bare LA,1
Chuang SY,1
Chen WH,1
Lien LM,1
Santizo F,1
Pina-Canseco S,1
Hernandez-Cruz P,1
Cruz MM,1
Mayoral LP,1
Pérez-Campos E,1
Martínez-Cruz R,1
Marrocco-Trischitta MM,1
Melissano G,1
Castellano R,1
Coppi G,1
Chiesa R,1
Fujisawa D,1
Vescovi PP,1
Nishioka M,1
Aguirre RL,1
Nagumo K,1
Wang LH,1
Egler C,1
Brokemper O,1
Zabe-Kühn M,1
Mayer G,1
Fletcher BS,2
Carvalho T,1
Nunes T,1
Peleteiro MC,1
Dooriss K,1
Kerstann KW,1
McCarty DA,2
Narita Y,1
Yamawaki A,1
Satake M,1
Suematsu Y,1
Usui A,1
Zhang CS,1
Yang XQ,1
Xiong SH,1
Jiang EP,1
Mashiko R,1
Kligman MD,1
Zyromski NJ,1
McCullough DG,1
Gunning WT,1
Dolce A,2
Xu ZX,1
Chen JZ,1
Yue YB,1
Zhang JQ,1
Li ZH,1
Feng DM,3
Ruan ZC,1
Wang QJ,1
Jia W,3
Kelly ME,2
Zhuo J,2
Newell JL,3
Schramko AA,1
Suojaranta-Ylinen RT,1
Niemi TT,1
Jewell NP,1
Lopes NN,1
Plapler H,1
Chavantes MC,1
Lalla RV,1
Yoshimura EM,1
Alves MT,1
Gambichler T,1
Birkner L,1
Stücker M,2
Othlinghaus N,1
Altmeyer P,2
Kreuter A,1
Spiers A,1
Ewan J,1
Johnson P,1
Carr S,1
Herak D,1
Kuric L,1
Horvat I,1
Haas S,2
Mavrikakis I,1
Francis N,1
Poitelea C,1
Parkin B,1
Brittain P,1
Olver J,1
Fransen Van De Putte DE,1
Mahnel R,1
Galler A,1
Dooriss KL,1
Javazon EH,1
Sanroman J,1
Kozima D,1
Tsuzuki N,1
Ishi Y,1
Oyamada T,1
Hakamata Y,2
Dokai M,1
Makino N,1
Ferretti M,1
Oltra S,1
Odeyemi IA,1
Danø AM,1
VanderElst L,1
Meiring M,1
Pieters H,1
Lamprecht S,1
Roodt J,1
Badenhorst P,1
Goossenaerts E,1
Sondag-Thull D,1
Grove NC,1
Cerullo V,2
Colović R,1
Suvajdzić N,1
Grubor N,1
Colović N,1
Terzić T,1
Caudill JS,1
Plumhoff EA,1
Schulte SL,1
Winters JL,2
Khaleghi M,1
Singletary LA,1
Kondragunta V,1
Bailey KR,1
Turner ST,1
Kullo IJ,1
Koopman K,1
Uyttenboogaart M,1
Luijckx GJ,1
Cramwinckel IR,1
Vroomen PC,1
De Keyser J,1
Gerstner G,1
Worman C,1
Schultz W,1
Stopeck AT,1
Ghanizadeh A,1
Baligh-Jahromi P,1
Denholm JT,1
Wright EJ,1
Sasadeusz JJ,1
André MH,2
Chou TK,1
Chang TJ,1
Wu YH,1
Lee TW,1
Terp K,1
Eid SS,1
Kamal NR,1
Shubeilat TS,1
Wael AG,1
Philpot K,1
Vaidyula VR,2
Criner GJ,1
Grabianowski C,1
Kiesewetter H,2
Chien D,1
FitzGerald J,1
Grossman JM,1
Hahn BH,1
Hwang KK,1
Chen PP,1
Tasleem Raza S,1
Kiper N,1
Goldin R,1
Sorensen BB,1
Poulsen AL,1
Pedersen LH,1
Aleem A,1
Saidu A,1
Abdulkarim H,1
Al-Diab AR,1
Al-Sagheer A,1
Qayum A,1
Alvarez MT,3
Lopez-Cabarcos C,1
Hernández-Navarro F,2
Reggiani Bonetti L,1
Boselli F,1
Lupi M,1
Bettelli S,1
Schirosi L,1
Bigiani N,1
Sartori G,1
Rivasi F,1
Safari S,1
Amirmozaffari N,1
Daliri Choopari M,1
Makarevich AV,4
Pivko J,2
Jansen NW,2
Alipio Z,1
Fink LM,1
Brouwer JL,2
Unal O,1
Teber S,2
Ertem M,2
Carmel-Goren L,3
Smoljanic Z,1
Krstovski N,1
Dokmanovic L,1
Rodic P,1
Damon AL,2
Scudder LE,1
Sitaraman V,1
DeSena AD,1
Weimer S,1
Arsene D,1
Ardeleanu C,2
Ogrezeanu I,1
Danaila L,1
Caton JS,1
Arndt W,1
Burchill K,1
Thorson C,1
Borowczyk E,2
Vonnahme KA,2
Schicker B,1
Kuhn M,1
Fehr R,1
Karagiannidis C,1
Reinhart WH,1
Stockeld D,1
Falkmer S,1
Backman L,1
Granström L,1
Fagerberg J,1
Frühwald MC,1
Pöppelmann M,1
Bagheri M,1
Wójcik C,1
Schymik ML,1
Cure EG,1
Stockard CR,2
Kadish I,1
Van Groen T,1
Grizzle WE,2
Ponnazhagan S,1
Fallon MB,1
O'Connor MN,1
Salles II,1
Cvejic A,1
Watkins NA,1
Walker A,1
Garner SF,1
Jones CI,1
Macaulay IC,1
Steward M,1
Bray SL,1
Dudbridge F,1
de Bono B,1
Stemple DL,1
Dillow A,3
Goyert SM,1
Nojiri T,1
Senda M,1
Ishiwata K,1
Nonose R,1
Priolli DG,1
Cardinalli IA,1
Máximo FR,1
Galvão PS,1
Martinez CA,1
Sakata M,1
Kuriyama S,1
Taguchi Y,1
Yanagibashi K,1
Katayama Y,1
Niidoime T,1
Hosseinpour MA,1
Montaser-Kouhsari S,1
Asgharzadeh M,1
Hosseinpour AA,1
Tuttolomondo A,1
Di Raimondo D,1
di Sciacca R,1
Pinto A,1
Licata G,1
Cote CA,1
Jiang PD,1
Weng K,1
Amar MJ,1
Brewer BH Jr,1
Remaley AT,1
McGarrity GJ,1
Colovic RB,1
Grubor NM,1
Micev MT,1
Atkinson HD,1
Rankovic VI,1
Jagodic MM,1
Yigit E,1
Gönüllü G,1
Yücel I,1
Turgut M,1
Erdem D,1
Cakar B,1
Cooper SM,1
Goodfellow KJ,1
Ma CK,1
Ormsby AH,1
Lee MW,1
Kuipers S,1
Newman JR,1
Bohannon IA,1
Skipper JB,2
Rosenthal EL,2
Malhotra JD,1
Wolfson A,1
Pennathur S,1
Thyagarajan B,1
